School,Gender,Age,Address,Family_Size,Parental_Status,Mother_Education,Father_Education,Travel_Time,Study_Time,Number_of_Failures,School_Support,Family_Support,Extra_Paid_Class,Extra_Curricular_Activities,Attended_Nursery,Wants_Higher_Education,Internet_Access,In_Relationship,Family_Relationship,Free_Time,Going_Out,Weekend_Alcohol_Consumption,Weekday_Alcohol_Consumption,Health_Status,Number_of_Absences,Grade_1,Grade_2,Final_Grade,Dropped_Out,Mother_Job_health,Mother_Job_other,Mother_Job_services,Mother_Job_teacher,Father_Job_health,Father_Job_other,Father_Job_services,Father_Job_teacher,Reason_for_Choosing_School_home,Reason_for_Choosing_School_other,Reason_for_Choosing_School_reputation,Guardian_mother,Guardian_other
0,0,15,1,0,0,3,3,1,2,0,0,0,0,0,0,1,0,1,1,3,2,2,3,1,12.0,9,8,9,1,False,False,True,False,False,False,True,False,True,False,False,True,False
0,1,16,1,0,1,4,4,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,3,5,0.0,15,13,13,0,False,False,True,False,False,False,True,False,False,False,False,True,False
0,1,16,1,1,1,2,2,2,1,0,0,1,0,1,1,1,1,0,2,3,3,2,2,2,4.0,12,11,11,0,False,False,True,False,False,False,True,False,False,False,True,False,False
0,0,15,1,0,1,4,4,1,3,0,0,1,0,1,1,1,1,0,4,2,2,1,1,5,2.0,13,13,13,0,False,False,False,True,False,False,True,False,False,False,False,True,False
0,0,16,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,3,4,4,3,3,1,4.0,10,11,11,0,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,17,1,0,1,2,1,1,1,0,0,1,0,0,1,1,1,0,5,4,5,1,2,5,12.0,9,7,6,1,False,True,False,False,False,True,False,False,True,False,False,True,False
0,0,15,1,0,1,1,1,1,2,0,0,1,0,0,1,1,1,0,4,4,2,1,2,5,0.0,12,12,12,0,False,True,False,False,False,False,True,False,False,False,False,False,False
0,0,15,1,1,0,2,1,2,1,0,0,1,0,1,1,0,1,1,4,4,2,1,1,5,0.0,11,10,10,0,False,False,False,False,False,True,False,False,True,False,False,True,False
0,0,15,1,0,1,3,2,1,2,1,0,1,0,0,1,1,1,0,3,3,2,1,1,3,2.0,11,11,11,0,True,False,False,False,False,False,True,False,True,False,False,False,False
0,0,15,1,0,1,1,2,1,2,0,0,1,0,0,0,1,1,0,4,3,2,1,1,5,6.0,13,12,13,0,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,15,1,0,1,1,2,1,2,0,0,0,0,0,0,1,0,1,2,3,4,2,4,1,6.0,11,11,11,0,False,False,False,False,False,False,True,False,False,False,False,False,False
0,1,16,1,0,1,4,4,1,1,0,0,1,0,0,1,0,1,1,3,3,2,2,1,5,12.0,9,9,8,1,False,False,False,True,False,False,False,True,False,False,False,True,False
0,1,15,1,1,0,2,1,4,1,0,0,0,0,0,1,1,1,0,4,5,5,2,5,5,0.0,12,11,11,0,False,False,True,False,False,True,False,False,False,False,False,True,False
0,1,18,1,1,1,1,1,1,1,2,0,0,0,0,1,0,1,1,2,3,5,2,5,4,0.0,11,9,0,1,False,True,False,False,False,True,False,False,False,False,False,True,False
0,1,16,1,1,1,2,1,1,1,1,0,0,0,1,1,1,0,1,4,4,4,3,5,5,6.0,9,10,10,0,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,15,0,0,1,3,3,2,3,0,0,1,1,1,1,1,1,1,4,2,1,2,3,3,2.0,13,13,13,0,False,False,True,False,False,False,True,False,False,False,True,False,True
0,1,19,1,0,1,3,2,1,1,0,0,1,0,0,1,0,1,1,4,5,4,1,1,4,6.0,11,9,11,0,False,False,True,False,False,False,False,False,True,False,False,True,False
0,0,17,1,0,1,4,4,1,1,0,1,1,0,0,1,1,0,1,4,2,1,1,1,4,0.0,13,13,13,0,False,True,False,False,False,False,False,True,False,False,False,True,False
0,1,15,0,0,1,2,3,1,2,0,1,0,1,1,1,1,0,0,4,4,4,1,1,1,0.0,7,8,8,1,False,False,False,False,False,False,True,False,False,False,False,True,False
0,1,17,0,1,1,1,2,1,1,3,0,0,0,0,1,1,0,0,2,2,2,3,3,5,12.0,9,8,10,0,False,True,False,False,False,True,False,False,False,False,True,True,False
0,0,18,0,0,1,1,1,3,1,3,0,1,0,1,0,1,0,0,5,2,5,1,5,4,6.0,11,10,11,0,False,False,False,False,False,True,False,False,False,False,False,True,False
0,1,16,0,0,1,2,2,3,1,0,0,0,0,0,0,1,0,0,4,2,2,1,2,3,4.0,12,10,11,0,False,False,False,False,False,True,False,False,False,False,False,True,False
0,1,16,1,0,1,3,3,1,2,1,0,1,0,0,1,1,1,1,4,5,5,4,4,5,0.0,10,10,1,1,False,True,False,False,False,False,True,False,False,False,False,False,False
0,1,16,1,1,1,1,2,2,1,2,0,0,0,0,0,1,1,0,4,4,5,3,5,5,0.0,9,8,10,0,True,False,False,False,False,False,True,False,False,False,False,True,False
0,1,17,0,1,1,2,1,2,1,1,0,0,1,1,1,0,1,1,3,3,2,2,2,5,8.0,8,8,9,1,False,False,False,False,False,True,False,False,False,False,False,True,False
0,1,17,0,0,1,3,2,2,2,2,1,1,0,0,1,1,1,1,4,4,4,1,4,3,4.0,7,6,8,1,False,True,False,False,False,True,False,False,False,False,False,True,False
0,1,15,1,1,1,1,2,2,1,0,0,0,0,1,1,1,0,0,4,4,4,2,4,5,2.0,8,9,10,0,False,True,False,False,False,True,False,False,False,False,False,True,False
0,1,16,1,0,1,1,3,1,1,1,0,0,0,0,1,0,1,0,5,3,3,1,4,2,2.0,9,8,8,1,False,False,False,False,False,False,True,False,False,False,False,False,False
0,1,17,0,1,1,1,1,4,2,0,0,0,0,1,1,0,0,1,5,3,5,1,5,5,0.0,8,8,8,1,False,True,False,False,False,False,True,False,False,False,False,True,False
0,1,17,1,0,1,3,2,2,1,3,0,1,0,1,0,0,0,0,4,5,2,1,1,2,10.0,8,7,8,1,False,False,True,False,False,False,True,False,False,False,False,True,False
0,1,16,1,0,1,2,2,1,2,0,0,0,0,0,1,0,1,0,4,3,5,2,4,4,0.0,9,10,11,0,False,True,False,False,False,True,False,False,False,False,False,False,False
0,0,16,1,0,1,4,2,1,2,0,0,0,0,0,1,1,1,1,4,2,3,1,1,3,0.0,17,17,18,0,True,False,False,False,False,False,True,False,True,False,False,False,False
0,0,16,1,0,1,2,2,1,2,0,0,1,0,0,0,1,1,0,5,1,5,1,1,4,0.0,12,12,13,0,False,True,False,False,False,True,False,False,True,False,False,True,False
0,0,16,1,0,1,4,4,1,2,0,0,1,0,0,1,1,1,1,4,4,2,1,1,3,0.0,16,16,17,0,True,False,False,False,True,False,False,False,False,False,True,True,False
0,1,16,1,0,1,3,4,3,1,1,0,1,0,1,0,1,1,0,3,4,5,2,4,2,4.0,9,9,10,0,False,True,False,False,False,True,False,False,False,False,False,False,False
0,1,16,1,0,1,1,0,2,2,0,0,1,0,1,1,1,1,1,4,3,2,1,1,3,0.0,16,17,18,0,False,True,False,False,False,True,False,False,False,False,True,True,False
0,1,17,1,1,1,4,4,1,2,0,0,1,0,1,1,1,1,0,4,4,4,1,3,5,0.0,11,9,10,0,False,False,False,True,False,True,False,False,False,False,True,True,False
0,0,16,1,0,1,1,3,1,2,0,0,0,0,1,0,1,1,1,4,3,5,1,1,3,0.0,14,13,13,0,False,False,False,False,False,False,True,False,True,False,False,True,False
0,0,16,1,1,1,3,3,2,2,0,0,1,0,1,1,1,1,0,4,4,5,1,1,4,0.0,14,14,15,0,False,True,False,False,False,True,False,False,False,False,True,True,False
0,1,17,1,1,1,4,3,2,2,0,0,0,0,1,1,1,1,0,4,4,4,4,4,4,0.0,10,11,11,0,False,False,False,True,False,True,False,False,False,False,False,True,False
0,0,16,1,0,1,2,2,2,2,0,0,0,0,1,0,1,1,0,3,4,4,1,4,5,0.0,13,12,14,0,False,False,True,False,False,True,False,False,False,False,True,True,False
0,1,17,1,0,1,3,3,1,2,0,0,0,0,1,0,1,1,0,4,3,4,1,4,4,4.0,11,9,10,0,False,True,False,False,False,True,False,False,False,False,True,False,False
0,1,16,0,0,1,4,2,1,1,0,0,1,0,1,1,1,1,1,4,3,3,3,4,3,8.0,10,9,11,0,False,False,False,True,False,False,True,False,False,True,False,True,False
0,1,17,1,0,1,4,3,1,2,0,0,1,1,1,1,1,1,1,5,2,3,1,1,2,4.0,11,11,13,0,False,True,False,False,False,True,False,False,False,False,False,True,False
0,1,16,1,0,1,4,3,1,2,0,0,1,1,1,1,1,1,0,3,4,3,2,3,3,4.0,11,10,11,0,False,False,False,True,False,True,False,False,True,False,False,True,False
0,1,16,1,0,1,3,3,1,2,0,0,0,0,1,1,1,1,1,4,2,3,1,2,3,0.0,11,12,13,0,False,False,True,False,False,True,False,False,True,False,False,True,False
0,0,17,1,0,1,2,4,1,2,0,0,1,0,1,1,1,0,0,5,4,2,2,3,5,0.0,17,18,17,0,False,False,True,False,False,False,True,False,False,False,True,False,False
0,0,17,1,1,1,3,3,1,2,0,0,1,0,1,1,1,1,1,5,3,3,2,3,1,12.0,14,13,14,0,False,True,False,False,False,True,False,False,False,False,True,True,False
0,0,16,1,0,1,3,2,1,2,0,0,1,0,0,1,1,1,0,1,2,2,1,2,1,8.0,14,15,16,0,False,True,False,False,False,True,False,False,False,False,True,True,False
0,1,17,1,0,1,3,3,1,2,0,0,1,0,1,1,1,1,1,4,3,4,2,3,4,6.0,11,13,14,0,False,False,True,False,False,False,True,False,False,True,False,True,False
0,1,16,1,0,1,1,2,1,1,0,0,1,0,1,1,1,1,1,3,3,3,1,2,3,0.0,10,9,11,0,False,False,True,False,False,False,True,False,False,True,False,True,False
0,1,16,1,1,1,2,1,1,2,0,0,0,0,1,1,1,1,1,4,2,3,1,2,5,0.0,13,14,16,0,False,True,False,False,False,True,False,False,False,False,False,True,False
0,0,17,1,0,0,3,3,1,2,0,0,1,0,0,0,1,1,1,3,3,3,1,3,3,10.0,12,13,14,0,True,False,False,False,False,True,False,False,False,False,True,True,False
0,1,17,0,0,1,1,2,1,2,0,0,0,0,0,1,1,0,0,3,1,3,1,5,3,6.0,9,9,10,0,False,False,False,False,False,True,False,False,True,False,False,True,False
0,0,16,1,0,1,2,3,1,2,0,0,0,0,0,1,1,1,0,4,3,3,1,1,2,6.0,12,12,13,0,False,False,True,False,False,False,True,False,False,False,False,True,False
0,0,17,1,0,1,1,1,1,2,0,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0.0,12,11,12,0,False,False,False,False,False,False,True,False,False,False,False,True,False
0,1,17,1,0,1,1,2,2,2,0,0,0,0,1,0,1,1,0,4,4,4,4,5,5,12.0,10,11,12,0,False,False,False,False,False,False,True,False,False,True,False,False,True
0,1,16,0,0,1,3,3,1,1,0,0,1,0,1,1,1,1,0,4,3,2,3,4,5,0.0,11,10,10,0,False,False,True,False,False,False,True,False,False,False,True,True,False
0,1,16,1,0,1,2,3,2,1,0,0,0,0,0,1,1,1,0,5,3,3,1,1,3,0.0,13,12,12,0,False,True,False,False,False,True,False,False,True,False,False,False,False
0,0,17,1,1,1,2,4,1,2,0,0,0,0,1,1,1,1,1,4,3,2,1,1,5,8.0,14,15,16,0,False,False,True,False,False,False,True,False,False,False,False,False,False
0,1,17,1,0,1,4,4,1,1,0,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4.0,13,13,14,0,False,False,True,False,False,False,False,True,True,False,False,True,False
0,1,16,0,1,1,3,3,3,1,0,0,1,0,1,1,1,1,0,3,3,4,3,5,3,12.0,10,11,12,0,False,False,False,True,False,True,False,False,True,False,False,False,False
0,0,17,1,0,1,4,4,2,1,1,0,1,0,0,1,1,1,0,4,2,4,2,3,2,12.0,14,15,16,0,False,False,True,False,False,False,False,True,True,False,False,True,False
0,0,16,1,1,1,4,4,1,2,0,0,1,0,0,1,1,1,0,4,5,2,1,2,3,0.0,11,10,11,0,False,False,False,True,False,False,False,True,False,False,True,True,False
0,0,16,1,0,1,4,3,1,2,0,0,1,0,1,1,1,1,0,4,3,5,1,5,2,2.0,14,14,15,0,True,False,False,False,False,True,False,False,True,False,False,True,False
0,0,16,1,0,1,2,3,1,2,0,1,1,0,1,1,1,0,0,4,4,3,1,3,4,4.0,11,12,12,0,False,True,False,False,False,True,False,False,False,False,True,True,False
0,0,17,1,0,1,1,1,1,2,0,0,1,0,0,0,1,0,0,4,4,4,1,3,1,0.0,14,15,15,0,False,True,False,False,False,True,False,False,False,False,False,True,False
0,0,17,0,0,1,2,2,1,1,0,0,1,0,0,1,1,1,0,5,3,2,1,2,3,12.0,13,13,13,0,False,True,False,False,False,True,False,False,False,False,True,True,False
0,0,16,0,0,1,2,2,2,4,0,0,1,0,1,0,1,1,0,5,3,5,1,1,5,6.0,13,13,13,0,False,False,True,False,False,False,True,False,False,False,True,True,False
0,0,17,1,0,1,3,4,1,3,1,0,1,1,0,1,1,1,1,4,4,3,3,4,5,12.0,8,9,8,1,False,False,False,False,False,False,True,False,True,False,False,True,False
0,0,16,1,0,0,3,1,1,2,0,0,1,0,0,1,1,1,0,2,3,3,2,2,4,2.0,11,11,12,0,False,False,True,False,False,True,False,False,False,False,False,True,False
0,0,16,1,0,1,4,3,1,2,0,0,0,0,1,1,1,1,1,1,3,2,1,1,1,4.0,14,15,15,0,False,False,False,True,False,True,False,False,False,True,False,True,False
0,0,16,1,0,1,1,1,2,1,0,0,1,0,0,1,1,0,0,4,3,2,1,4,5,2.0,12,13,13,0,False,False,False,False,False,True,False,False,True,False,False,True,False
0,0,17,0,0,1,4,3,2,3,0,0,1,0,1,1,1,1,1,4,4,2,1,1,4,0.0,11,12,12,0,False,False,False,True,False,True,False,False,False,False,True,True,False
0,0,19,1,0,1,3,3,1,4,0,0,1,0,1,1,1,1,0,4,3,3,1,2,3,4.0,12,12,12,0,False,True,False,False,False,True,False,False,False,False,True,False,True
0,1,17,1,1,1,4,4,1,2,0,0,1,0,0,1,1,1,1,5,3,5,4,5,3,12.0,13,12,12,0,False,False,True,False,False,True,False,False,True,False,False,True,False
0,0,16,1,0,0,2,2,1,2,0,1,1,0,0,1,1,1,0,3,3,4,1,1,4,0.0,13,13,13,0,False,True,False,False,False,True,False,False,False,False,True,True,False
0,1,18,1,0,1,2,2,1,2,0,0,1,0,1,1,1,1,0,4,4,4,2,4,5,10.0,12,11,11,0,False,False,True,False,False,True,False,False,True,False,False,True,False
0,0,17,0,1,1,4,4,1,1,0,0,1,0,0,1,1,0,0,5,2,1,1,2,3,6.0,12,11,11,0,False,False,True,False,False,True,False,False,False,True,False,True,False
0,0,17,1,1,1,3,2,2,2,0,0,0,0,0,1,1,1,0,4,4,4,1,3,1,2.0,14,16,15,0,False,True,False,False,False,True,False,False,False,False,True,True,False
0,0,17,1,0,1,4,3,1,2,0,0,0,0,0,1,1,1,1,3,4,5,2,4,1,12.0,11,9,10,0,False,True,False,False,False,True,False,False,False,False,True,True,False
0,1,18,1,1,1,3,3,1,2,0,0,1,0,0,1,1,1,0,3,2,4,2,4,4,10.0,10,10,10,0,False,False,True,False,True,False,False,False,True,False,False,False,False
0,0,17,1,0,1,2,3,2,1,0,0,1,0,0,1,1,0,0,3,3,3,1,4,3,4.0,12,13,13,0,False,False,False,False,False,True,False,False,True,False,False,False,False
0,0,17,1,0,1,2,2,1,3,0,0,1,0,1,1,1,1,0,4,3,3,1,1,4,0.0,12,12,13,0,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,17,0,0,1,2,1,2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,0.0,11,10,11,0,False,False,False,False,False,False,True,False,False,False,True,True,False
0,0,17,1,0,1,1,1,1,3,0,0,1,0,1,1,1,0,1,4,3,4,1,1,5,12.0,12,12,12,0,False,False,False,False,False,True,False,False,False,False,True,True,False
0,0,16,1,0,1,2,3,1,2,0,1,0,0,0,1,1,1,0,2,3,1,1,1,3,0.0,13,13,14,0,False,False,True,False,False,False,False,True,False,True,False,True,False
0,1,18,1,0,1,2,2,2,2,3,0,1,1,0,1,1,1,0,3,3,3,5,5,4,9.0,10,9,10,0,False,True,False,False,False,True,False,False,True,False,False,True,False
0,0,16,1,0,1,4,4,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,4.0,15,16,16,0,False,False,False,True,False,False,True,False,True,False,False,True,False
0,0,18,0,0,1,3,1,1,2,0,0,0,0,1,1,1,1,1,5,3,3,1,1,4,4.0,8,8,8,1,False,True,False,False,False,True,False,False,False,False,True,True,False
0,0,17,1,0,1,3,2,1,2,0,0,0,0,1,0,1,1,0,5,3,4,1,3,3,2.0,17,18,17,0,False,True,False,False,False,True,False,False,False,False,False,True,False
0,1,17,1,1,1,2,3,1,2,0,0,1,0,0,0,1,1,0,5,3,3,1,3,3,0.0,10,11,11,0,False,False,True,False,False,False,True,False,False,False,True,False,False
0,1,18,1,1,1,2,1,4,2,0,1,1,0,1,1,1,1,1,4,3,2,4,5,3,2.0,9,10,11,0,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,17,1,0,0,2,1,2,3,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,0.0,15,15,16,0,False,True,False,False,False,True,False,False,False,False,False,True,False
0,0,17,1,1,1,4,3,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,0.0,14,12,12,0,True,False,False,False,False,True,False,False,False,False,True,False,False
0,1,17,0,0,1,2,2,2,2,0,0,1,0,1,1,1,1,0,4,5,2,1,1,1,0.0,12,13,13,0,False,True,False,False,False,True,False,False,False,False,False,False,False
0,1,17,1,0,1,4,4,1,2,0,1,1,0,1,1,1,1,1,4,5,5,1,3,2,0.0,13,13,13,0,False,False,False,True,False,False,False,True,False,False,True,True,False
0,1,16,1,0,1,4,4,1,2,0,0,1,0,1,1,1,1,0,4,2,4,2,4,1,0.0,13,13,14,0,True,False,False,False,False,True,False,False,False,False,True,False,False
0,1,16,1,1,1,1,1,2,2,0,0,1,0,0,1,1,1,0,3,4,2,1,1,5,2.0,9,9,9,1,False,True,False,False,False,True,False,False,True,False,False,True,False
0,1,16,1,0,1,3,2,2,3,0,0,0,0,1,1,1,1,1,5,3,3,1,3,2,0.0,12,12,12,0,False,False,False,False,False,True,False,False,False,False,True,True,False
0,1,17,1,1,1,2,2,1,2,0,0,0,0,1,0,1,1,1,4,4,2,5,5,4,0.0,16,16,16,0,False,True,False,False,False,True,False,False,True,False,False,False,False
0,0,16,1,0,1,2,1,1,1,0,0,0,0,0,1,1,1,1,4,5,2,1,1,5,4.0,9,10,10,0,False,True,False,False,False,True,False,False,True,False,False,True,False
0,0,16,1,0,0,4,1,1,2,0,0,0,0,1,1,1,1,1,5,3,3,1,2,5,0.0,14,13,13,0,False,True,False,False,False,True,False,False,True,False,False,True,False
0,0,18,1,1,0,2,4,2,2,1,0,1,0,0,1,1,1,0,4,3,3,1,1,3,12.0,10,10,10,0,False,False,True,False,False,True,False,False,False,False,False,True,False
0,0,18,1,1,1,2,2,1,2,1,0,1,0,0,0,1,1,1,5,3,1,1,1,5,12.0,9,8,10,0,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,18,1,0,1,3,3,2,1,1,0,0,0,0,1,0,1,0,4,1,1,1,1,3,12.0,8,7,7,1,False,True,False,False,False,True,False,False,False,False,False,True,False
0,1,18,1,0,1,2,2,1,1,1,0,1,0,1,0,0,1,1,4,4,3,2,2,1,12.0,7,8,8,1,False,True,False,False,False,False,False,False,False,False,False,False,True
0,1,17,1,0,1,4,4,1,1,0,0,1,0,1,0,1,1,0,4,2,1,1,2,5,6.0,10,8,9,1,False,False,False,True,False,False,False,True,False,False,False,True,False
0,0,17,1,0,1,3,2,1,2,0,0,0,0,1,1,1,0,0,5,4,2,1,1,3,4.0,14,14,15,0,False,True,False,False,False,True,False,False,False,False,False,False,False
0,0,17,1,1,1,1,1,1,3,0,0,1,0,1,1,1,1,1,4,3,2,1,2,4,10.0,11,10,10,0,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,16,1,0,1,1,2,1,1,0,0,0,0,0,1,0,1,0,5,3,5,1,2,5,4.0,12,11,11,0,False,True,False,False,False,True,False,False,False,False,False,True,False
0,0,17,0,0,1,2,1,3,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2.0,13,13,13,0,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,17,0,1,0,1,4,4,1,1,0,1,0,0,1,1,1,0,5,5,4,1,1,5,12.0,9,9,8,1,False,True,False,False,False,True,False,False,False,False,False,False,True
0,1,18,1,0,1,2,2,1,2,0,0,0,0,0,1,0,1,0,5,5,4,3,5,2,12.0,8,7,8,1,False,True,False,False,False,False,True,False,False,False,True,False,False
0,0,17,1,1,0,2,2,1,1,1,0,1,0,0,0,0,1,0,3,1,2,1,1,1,8.0,11,9,10,0,False,True,False,False,False,True,False,False,True,False,False,True,False
0,0,17,0,1,1,1,1,2,3,0,0,0,0,1,1,1,1,0,4,3,3,1,3,5,4.0,15,14,15,0,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,17,1,1,0,4,2,1,2,0,0,1,0,1,1,1,0,0,4,3,2,1,1,4,4.0,15,14,14,0,False,False,False,True,False,True,False,False,False,False,False,True,False
0,1,17,1,1,1,4,3,2,2,0,0,0,0,1,1,1,1,1,2,5,5,1,4,5,8.0,15,15,15,0,True,False,False,False,False,True,False,False,False,False,False,True,False
0,1,17,0,1,0,4,4,2,2,0,0,1,0,0,1,1,1,0,3,3,3,2,3,4,0.0,12,12,12,0,False,False,False,True,False,True,False,False,False,False,False,True,False
0,1,16,1,1,1,4,3,1,1,0,0,0,0,1,0,1,1,0,5,4,5,1,1,3,7.0,14,14,15,0,False,False,False,True,False,True,False,False,False,False,False,True,False
0,1,16,1,0,1,4,4,1,1,0,0,0,1,1,1,1,1,0,5,3,2,1,2,5,4.0,14,15,15,0,False,False,True,False,False,False,True,False,False,False,False,True,False
0,0,17,1,0,1,4,4,1,2,0,0,1,1,0,1,1,1,1,5,3,1,1,4,5,2.0,11,11,12,0,False,False,False,True,False,False,True,False,False,False,False,True,False
0,1,17,0,0,1,1,1,2,3,0,0,0,0,0,0,1,1,1,4,3,3,1,1,1,2.0,13,14,15,0,False,True,False,False,False,True,False,False,True,False,False,False,False
0,0,17,1,0,1,3,3,2,3,0,0,1,0,0,1,1,1,1,4,2,2,2,3,5,10.0,11,11,11,0,False,False,True,False,False,True,False,False,True,False,False,True,False
0,0,17,1,0,1,1,1,1,2,0,1,0,0,0,0,1,0,1,4,3,2,1,1,4,10.0,10,9,10,0,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,18,1,0,1,2,1,2,3,0,0,1,0,0,0,1,1,1,4,4,4,1,1,3,10.0,12,10,11,0,False,True,False,False,False,True,False,False,False,False,False,False,True
0,1,16,1,0,1,2,1,3,1,0,0,0,0,0,1,1,1,0,4,3,3,1,1,4,7.0,15,16,16,0,False,True,False,False,False,True,False,False,False,False,False,True,False
0,0,17,1,0,1,1,1,1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,5,4.0,11,10,11,0,False,True,False,False,False,False,True,False,False,False,False,False,False
0,1,17,1,0,1,2,3,2,1,0,0,0,0,0,1,1,1,0,5,2,2,1,1,2,2.0,9,12,13,0,False,True,False,False,False,True,False,False,False,False,False,False,False
0,1,22,1,0,1,3,1,1,1,3,0,0,0,0,0,0,1,1,5,4,5,5,5,1,12.0,7,8,5,1,False,False,True,False,False,False,True,False,False,True,False,True,False
0,1,18,0,1,1,3,3,1,2,0,0,1,0,0,1,1,1,1,4,3,3,1,3,5,8.0,10,9,10,0,False,True,False,False,False,False,True,False,False,False,False,True,False
0,1,16,1,0,1,0,2,1,1,0,0,0,0,0,0,1,1,0,4,3,2,2,4,5,0.0,11,12,11,0,False,True,False,False,False,True,False,False,False,True,False,True,False
0,1,18,1,0,1,3,2,2,1,0,0,0,0,0,1,0,1,0,4,4,5,2,4,5,8.0,7,8,7,1,False,False,True,False,False,True,False,False,False,False,False,True,False
0,1,16,1,0,1,3,3,3,2,1,1,1,0,0,0,1,1,0,5,3,3,1,3,2,4.0,9,11,10,0,False,False,False,False,False,True,False,False,False,False,True,False,True
0,1,18,1,0,1,2,1,1,1,2,0,0,0,0,0,0,1,0,3,2,5,2,5,5,4.0,7,8,6,1,False,False,True,False,False,False,True,False,False,True,False,True,False
0,1,16,0,0,1,2,1,2,1,0,0,0,0,1,0,1,0,0,3,3,2,1,3,3,2.0,14,13,12,0,False,True,False,False,False,True,False,False,False,False,False,True,False
0,1,17,0,0,1,2,1,1,1,0,0,0,0,0,0,1,1,0,4,4,2,2,4,5,0.0,12,12,13,0,False,True,False,False,False,True,False,False,False,False,False,True,False
0,1,17,1,1,1,1,1,2,1,1,0,1,0,1,1,1,1,0,4,4,4,1,2,5,0.0,9,10,10,0,True,False,False,False,False,True,False,False,False,False,False,True,False
0,0,18,1,1,0,2,1,1,2,0,0,1,0,0,0,1,1,1,4,3,4,1,3,5,2.0,12,12,13,0,False,True,False,False,False,True,False,False,False,False,False,True,False
0,0,17,1,1,1,4,2,1,4,0,0,1,0,1,1,1,1,0,4,2,3,1,1,4,2.0,14,15,17,0,False,False,False,True,False,False,True,False,False,False,True,True,False
0,0,19,1,0,1,2,2,1,2,0,0,1,0,0,1,1,1,0,4,3,3,1,1,5,0.0,10,10,11,0,False,False,True,False,False,False,True,False,True,False,False,True,False
0,1,18,1,1,1,2,1,3,2,1,0,0,0,1,0,0,1,0,4,4,5,4,4,5,4.0,11,10,11,0,False,False,True,False,False,True,False,False,False,False,False,True,False
0,0,17,0,0,1,4,2,1,3,0,0,1,0,1,1,1,1,0,4,3,4,1,3,5,2.0,11,12,14,0,False,True,False,False,False,True,False,False,False,False,False,True,False
0,0,18,1,1,1,1,1,1,3,0,0,1,0,0,0,1,0,0,4,4,3,2,3,3,4.0,11,12,14,0,False,True,False,False,False,False,False,False,True,False,False,True,False
0,0,18,0,0,1,2,2,1,2,0,1,0,0,0,1,1,0,0,3,2,3,1,1,5,4.0,11,11,13,0,False,True,False,False,False,True,False,False,True,False,False,True,False
0,1,19,1,1,0,4,3,1,2,0,0,1,0,0,1,1,1,0,4,3,1,1,1,1,4.0,11,13,14,0,False,False,True,False,False,False,False,False,False,False,True,True,False
0,1,18,1,0,1,2,1,1,2,0,0,0,0,1,1,1,1,0,5,2,4,1,2,4,2.0,16,16,16,0,False,True,False,False,False,True,False,False,True,False,False,True,False
0,1,17,0,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0,5,2,2,1,1,4,0.0,9,10,10,0,False,True,False,False,False,False,True,False,False,True,False,True,False
0,0,17,1,1,1,2,2,1,4,0,0,0,0,1,1,1,1,1,3,4,1,1,1,2,2.0,10,11,12,0,False,False,True,False,False,False,True,False,False,False,False,False,False
0,0,20,0,0,1,2,1,2,2,0,0,1,1,1,1,0,1,1,1,2,3,1,2,2,8.0,10,12,12,0,False,True,False,False,False,True,False,False,False,False,False,False,True
0,0,18,1,0,1,4,3,1,2,0,0,1,0,0,1,1,1,1,3,1,2,1,3,2,2.0,15,15,15,0,False,False,True,False,False,True,False,False,True,False,False,False,False
0,1,18,1,0,1,4,3,1,2,0,0,1,0,0,0,1,1,0,4,3,2,1,1,3,2.0,10,10,11,0,False,False,False,True,False,True,False,False,False,False,False,True,False
0,1,18,0,0,1,3,2,1,3,0,0,0,0,1,0,1,0,0,5,3,2,1,1,3,2.0,10,11,12,0,False,True,False,False,False,True,False,False,False,False,False,True,False
0,0,17,1,0,1,3,3,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,2.0,15,12,13,0,False,True,False,False,False,True,False,False,True,False,False,True,False
0,0,18,1,0,1,2,2,1,3,0,0,1,0,1,1,1,1,1,4,3,3,1,1,3,0.0,11,12,13,0,False,False,False,False,False,False,True,False,True,False,False,True,False
